,0
1961-02-01,12.404530000000001
1961-03-01,12.404530000000001
1961-04-01,12.404530000000001
1961-05-01,12.404530000000001
1961-06-01,12.404530000000001
1961-07-01,12.404530000000001
1961-08-01,12.404530000000001
1961-09-01,12.404530000000001
1961-10-01,12.404530000000001
1961-11-01,12.404530000000001
1961-12-01,12.404530000000001
1962-01-01,12.404530000000001
1962-02-01,12.404530000000001
1962-03-01,12.404530000000001
1962-04-01,12.48354
1962-05-01,12.48354
1962-06-01,12.56255
1962-07-01,12.56255
1962-08-01,12.64156
1962-09-01,12.56255
1962-10-01,12.64156
1962-11-01,12.64156
1962-12-01,12.64156
1963-01-01,12.64156
1963-02-01,12.64156
1963-03-01,12.64156
1963-04-01,12.64156
1963-05-01,12.64156
1963-06-01,12.64156
1963-07-01,12.79958
1963-08-01,12.878589999999999
1963-09-01,12.79958
1963-10-01,12.79958
1963-11-01,12.878589999999999
1963-12-01,12.878589999999999
1964-01-01,12.878589999999999
1964-02-01,12.878589999999999
1964-03-01,12.878589999999999
1964-04-01,12.9576
1964-05-01,12.9576
1964-06-01,12.9576
1964-07-01,13.036610000000001
1964-08-01,13.036610000000001
1964-09-01,13.036610000000001
1964-10-01,13.036610000000001
1964-11-01,13.036610000000001
1964-12-01,13.115620000000002
1965-01-01,13.115620000000002
1965-02-01,13.115620000000002
1965-03-01,13.115620000000002
1965-04-01,13.194629999999998
1965-05-01,13.194629999999998
1965-06-01,13.35265
1965-07-01,13.35265
1965-08-01,13.35265
1965-09-01,13.35265
1965-10-01,13.35265
1965-11-01,13.43166
1965-12-01,13.510670000000001
1966-01-01,13.510670000000001
1966-02-01,13.58968
1966-03-01,13.66869
1966-04-01,13.7477
1966-05-01,13.7477
1966-06-01,13.8267
1966-07-01,13.8267
1966-08-01,13.905710000000001
1966-09-01,13.905710000000001
1966-10-01,13.905710000000001
1966-11-01,13.905710000000001
1966-12-01,13.984720000000001
1967-01-01,13.984720000000001
1967-02-01,13.984720000000001
1967-03-01,14.06373
1967-04-01,14.14274
1967-05-01,14.22175
1967-06-01,14.30076
1967-07-01,14.37977
1967-08-01,14.458779999999999
1967-09-01,14.458779999999999
1967-10-01,14.458779999999999
1967-11-01,14.458779999999999
1967-12-01,14.53779
1968-01-01,14.6168
1968-02-01,14.6168
1968-03-01,14.69581
1968-04-01,14.69581
1968-05-01,14.69581
1968-06-01,14.774820000000002
1968-07-01,14.932839999999999
1968-08-01,15.01185
1968-09-01,15.01185
1968-10-01,15.01185
1968-11-01,15.169870000000001
1968-12-01,15.169870000000001
1969-01-01,15.169870000000001
1969-02-01,15.169870000000001
1969-03-01,15.248879999999998
1969-04-01,15.48591
1969-05-01,15.48591
1969-06-01,15.56492
1969-07-01,15.64393
1969-08-01,15.72294
1969-09-01,15.72294
1969-10-01,15.72294
1969-11-01,15.72294
1969-12-01,15.88096
1970-01-01,15.959970000000002
1970-02-01,15.959970000000002
1970-03-01,15.959970000000002
1970-04-01,16.03898
1970-05-01,16.03898
1970-06-01,16.03898
1970-07-01,16.197
1970-08-01,16.197
1970-09-01,16.11799
1970-10-01,16.11799
1970-11-01,16.11799
1970-12-01,16.03898
1971-01-01,16.11799
1971-02-01,16.197
1971-03-01,16.197
1971-04-01,16.35502
1971-05-01,16.35502
1971-06-01,16.43403
1971-07-01,16.59205
1971-08-01,16.75007
1971-09-01,16.67106
1971-10-01,16.75007
1971-11-01,16.75007
1971-12-01,16.82907
1972-01-01,16.908079999999998
1972-02-01,16.98709
1972-03-01,17.0661
1972-04-01,17.14511
1972-05-01,17.14511
1972-06-01,17.14511
1972-07-01,17.38214
1972-08-01,17.54016
1972-09-01,17.61917
1972-10-01,17.61917
1972-11-01,17.61917
1972-12-01,17.698179999999997
1973-01-01,17.8562
1973-02-01,18.01422
1973-03-01,18.01422
1973-04-01,18.25125
1973-05-01,18.33026
1973-06-01,18.48828
1973-07-01,18.72531
1973-08-01,18.96234
1973-09-01,19.04135
1973-10-01,19.12036
1973-11-01,19.27838
1973-12-01,19.35739
1974-01-01,19.51541
1974-02-01,19.67343
1974-03-01,19.91046
1974-04-01,20.068479999999997
1974-05-01,20.463520000000003
1974-06-01,20.62154
1974-07-01,20.77956
1974-08-01,21.01659
1974-09-01,21.17461
1974-10-01,21.41164
1974-11-01,21.56966
1974-12-01,21.80669
