,US-JP_2Y,US-AU_2Y,US-CA_2Y,US-EU_2Y,US-GB_2Y,US-JP_10Y,US-AU_10Y,US-CA_10Y,US-EU_10Y,US-GB_10Y,US-JP_CPI_YOY,US-AU_CPI_YOY,US-CA_CPI_YOY,US-EU_CPI_YOY,US-GB_CPI_YOY,VIX
1978-10-09,8.69,8.69,8.69,8.69,8.69,,-0.41999999999999993,-0.5800000000000001,-1.0489680000000003,-3.8000000000000007,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-10,8.7,8.7,8.7,8.7,8.7,,-0.41999999999999993,-0.5800000000000001,-1.0489680000000003,-3.8000000000000007,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-11,8.7,8.7,8.7,8.7,8.7,,-0.4399999999999995,-0.5999999999999996,-1.068968,-3.8200000000000003,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-12,8.69,8.69,8.69,8.69,8.69,,-0.4900000000000002,-0.6500000000000004,-1.1189680000000006,-3.870000000000001,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-13,8.69,8.69,8.69,8.69,8.69,,-0.4800000000000004,-0.6400000000000006,-1.1089680000000008,-3.860000000000001,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-16,8.73,8.73,8.73,8.73,8.73,,-0.41000000000000014,-0.5700000000000003,-1.0389680000000006,-3.790000000000001,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-17,8.77,8.77,8.77,8.77,8.77,,-0.40000000000000036,-0.5600000000000005,-1.0289680000000008,-3.780000000000001,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-18,8.83,8.83,8.83,8.83,8.83,,-0.3800000000000008,-0.5400000000000009,-1.0089680000000012,-3.7600000000000016,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-19,8.84,8.84,8.84,8.84,8.84,,-0.35999999999999943,-0.5199999999999996,-0.9889679999999998,-3.74,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-20,8.85,8.85,8.85,8.85,8.85,,-0.33999999999999986,-0.5,-0.9689680000000003,-3.7200000000000006,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-23,8.84,8.84,8.84,8.84,8.84,,-0.33999999999999986,-0.5,-0.9689680000000003,-3.7200000000000006,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-24,8.85,8.85,8.85,8.85,8.85,,-0.35999999999999943,-0.5199999999999996,-0.9889679999999998,-3.74,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-25,8.96,8.96,8.96,8.96,8.96,,-0.34999999999999964,-0.5099999999999998,-0.9789680000000001,-3.7300000000000004,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-26,9.05,9.05,9.05,9.05,9.05,,-0.27999999999999936,-0.4399999999999995,-0.9089679999999998,-3.66,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-27,9.12,9.12,9.12,9.12,9.12,,-0.22000000000000064,-0.3800000000000008,-0.848968000000001,-3.6000000000000014,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-30,9.35,9.35,9.35,9.35,9.35,,-0.11999999999999922,-0.27999999999999936,-0.7489679999999996,-3.5,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-10-31,9.49,9.49,9.49,9.49,9.49,,-0.03999999999999915,-0.1999999999999993,-0.6689679999999996,-3.42,4.414004177909869,0.6779551567755338,0.003347726874514123,,0.6745993213117529,
1978-11-01,9.44,9.44,9.44,9.44,9.44,,-0.14000000000000057,-0.8900000000000006,-1.189513999999999,-4.43,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-02,9.42,9.42,9.42,9.42,9.42,,-0.07000000000000028,-0.8200000000000003,-1.1195139999999988,-4.359999999999999,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-03,9.49,9.49,9.49,9.49,9.49,,0.05999999999999872,-0.6900000000000013,-0.9895139999999998,-4.23,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-06,9.45,9.45,9.45,9.45,9.45,,0.049999999999998934,-0.7000000000000011,-0.9995139999999996,-4.24,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-07,9.45,9.45,9.45,9.45,9.45,,0.049999999999998934,-0.7000000000000011,-0.9995139999999996,-4.24,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-08,9.49,9.49,9.49,9.49,9.49,,0.05999999999999872,-0.6900000000000013,-0.9895139999999998,-4.23,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-09,9.5,9.5,9.5,9.5,9.5,,0.06999999999999851,-0.6800000000000015,-0.979514,-4.220000000000001,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-10,9.46,9.46,9.46,9.46,9.46,,0.05999999999999872,-0.6900000000000013,-0.9895139999999998,-4.23,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-13,9.4,9.4,9.4,9.4,9.4,,0.02999999999999936,-0.7200000000000006,-1.0195139999999991,-4.26,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-14,9.41,9.41,9.41,9.41,9.41,,0.019999999999999574,-0.7300000000000004,-1.029513999999999,-4.27,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-15,9.34,9.34,9.34,9.34,9.34,,-0.040000000000000924,-0.7900000000000009,-1.0895139999999994,-4.33,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-16,9.21,9.21,9.21,9.21,9.21,,-0.08000000000000007,-0.8300000000000001,-1.1295139999999986,-4.369999999999999,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-17,9.19,9.19,9.19,9.19,9.19,,-0.08000000000000007,-0.8300000000000001,-1.1295139999999986,-4.369999999999999,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-20,9.19,9.19,9.19,9.19,9.19,,-0.08000000000000007,-0.8300000000000001,-1.1295139999999986,-4.369999999999999,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-21,9.23,9.23,9.23,9.23,9.23,,-0.030000000000001137,-0.7800000000000011,-1.0795139999999996,-4.32,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-22,9.37,9.37,9.37,9.37,9.37,,-0.030000000000001137,-0.7800000000000011,-1.0795139999999996,-4.32,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-23,9.37,9.37,9.37,9.37,9.37,,-0.030000000000001137,-0.7800000000000011,-1.0795139999999996,-4.32,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-24,9.6,9.6,9.6,9.6,9.6,,0.05999999999999872,-0.6900000000000013,-0.9895139999999998,-4.23,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-27,9.6,9.6,9.6,9.6,9.6,,0.05999999999999872,-0.6900000000000013,-0.9895139999999998,-4.23,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-28,9.6,9.6,9.6,9.6,9.6,,0.05999999999999872,-0.6900000000000013,-0.9895139999999998,-4.23,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-29,9.55,9.55,9.55,9.55,9.55,,0.05999999999999872,-0.6900000000000013,-0.9895139999999998,-4.23,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-11-30,9.55,9.55,9.55,9.55,9.55,,0.05999999999999872,-0.6900000000000013,-0.9895139999999998,-4.23,5.09738254487544,1.2518830104077514,-0.06274268956569706,,0.8133538061254164,
1978-12-01,9.5,9.5,9.5,9.5,9.5,,0.0,-0.8300000000000001,-0.8583349999999985,-4.3199999999999985,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-04,9.51,9.51,9.51,9.51,9.51,,0.019999999999999574,-0.8100000000000005,-0.8383349999999989,-4.299999999999999,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-05,9.5,9.5,9.5,9.5,9.5,,0.049999999999998934,-0.7800000000000011,-0.8083349999999996,-4.27,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-06,9.5,9.5,9.5,9.5,9.5,,0.049999999999998934,-0.7800000000000011,-0.8083349999999996,-4.27,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-07,9.5,9.5,9.5,9.5,9.5,,0.08999999999999986,-0.7400000000000002,-0.7683349999999987,-4.229999999999999,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-08,9.51,9.51,9.51,9.51,9.51,,0.09999999999999964,-0.7300000000000004,-0.7583349999999989,-4.219999999999999,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-11,9.52,9.52,9.52,9.52,9.52,,0.09999999999999964,-0.7300000000000004,-0.7583349999999989,-4.219999999999999,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-12,9.52,9.52,9.52,9.52,9.52,,0.11999999999999922,-0.7100000000000009,-0.7383349999999993,-4.199999999999999,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-13,9.54,9.54,9.54,9.54,9.54,,0.17999999999999972,-0.6500000000000004,-0.6783349999999988,-4.139999999999999,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-14,9.54,9.54,9.54,9.54,9.54,,0.16000000000000014,-0.6699999999999999,-0.6983349999999984,-4.159999999999998,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-15,9.58,9.58,9.58,9.58,9.58,,0.1999999999999993,-0.6300000000000008,-0.6583349999999992,-4.119999999999999,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-18,9.86,9.86,9.86,9.86,9.86,,0.33000000000000007,-0.5,-0.5283349999999984,-3.9899999999999984,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-19,9.91,9.91,9.91,9.91,9.91,,0.33999999999999986,-0.4900000000000002,-0.5183349999999987,-3.9799999999999986,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-20,9.96,9.96,9.96,9.96,9.96,,0.35999999999999943,-0.47000000000000064,-0.4983349999999991,-3.959999999999999,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-21,9.98,9.98,9.98,9.98,9.98,,0.35999999999999943,-0.47000000000000064,-0.4983349999999991,-3.959999999999999,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-22,9.96,9.96,9.96,9.96,9.96,,0.3099999999999987,-0.5200000000000014,-0.5483349999999998,-4.01,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-25,9.96,9.96,9.96,9.96,9.96,,0.3099999999999987,-0.5200000000000014,-0.5483349999999998,-4.01,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-26,9.98,9.98,9.98,9.98,9.98,,0.33000000000000007,-0.5,-0.5283349999999984,-3.9899999999999984,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-27,9.98,9.98,9.98,9.98,9.98,,0.3199999999999985,-0.5100000000000016,-0.538335,-4.0,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-28,9.98,9.98,9.98,9.98,9.98,,0.35999999999999943,-0.47000000000000064,-0.4983349999999991,-3.959999999999999,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1978-12-29,9.98,9.98,9.98,9.98,9.98,,0.34999999999999964,-0.4800000000000004,-0.5083349999999989,-3.969999999999999,5.209220554546934,1.3696793134161167,0.3927837153627767,,0.602355239973317,
1979-01-01,9.98,9.98,9.98,9.98,9.98,,0.34999999999999964,-0.4800000000000004,-0.5083349999999989,-3.969999999999999,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-02,10.0,10.0,10.0,10.0,10.0,,0.33000000000000007,-0.6500000000000004,-0.44363000000000063,-4.370000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-03,9.98,9.98,9.98,9.98,9.98,,0.3100000000000005,-0.6699999999999999,-0.4636300000000002,-4.390000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-04,9.88,9.88,9.88,9.88,9.88,,0.2599999999999998,-0.7200000000000006,-0.5136300000000009,-4.440000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-05,9.87,9.87,9.87,9.87,9.87,,0.25,-0.7300000000000004,-0.5236300000000007,-4.450000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-08,9.92,9.92,9.92,9.92,9.92,,0.2900000000000009,-0.6899999999999995,-0.4836299999999998,-4.41,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-09,9.92,9.92,9.92,9.92,9.92,,0.3100000000000005,-0.6699999999999999,-0.4636300000000002,-4.390000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-10,9.94,9.94,9.94,9.94,9.94,,0.3100000000000005,-0.6699999999999999,-0.4636300000000002,-4.390000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-11,9.92,9.92,9.92,9.92,9.92,,0.3000000000000007,-0.6799999999999997,-0.47363,-4.4,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-12,9.92,9.92,9.92,9.92,9.92,,0.2900000000000009,-0.6899999999999995,-0.4836299999999998,-4.41,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-15,9.91,9.91,9.91,9.91,9.91,,0.3000000000000007,-0.6799999999999997,-0.47363,-4.4,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-16,9.92,9.92,9.92,9.92,9.92,,0.3100000000000005,-0.6699999999999999,-0.4636300000000002,-4.390000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-17,9.91,9.91,9.91,9.91,9.91,,0.33000000000000007,-0.6500000000000004,-0.44363000000000063,-4.370000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-18,9.92,9.92,9.92,9.92,9.92,,0.33000000000000007,-0.6500000000000004,-0.44363000000000063,-4.370000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-19,9.91,9.91,9.91,9.91,9.91,,0.3000000000000007,-0.6799999999999997,-0.47363,-4.4,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-22,9.86,9.86,9.86,9.86,9.86,,0.2699999999999996,-0.7100000000000009,-0.5036300000000011,-4.4300000000000015,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-23,9.85,9.85,9.85,9.85,9.85,,0.25,-0.7300000000000004,-0.5236300000000007,-4.450000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-24,9.85,9.85,9.85,9.85,9.85,,0.23000000000000043,-0.75,-0.5436300000000003,-4.470000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-25,9.78,9.78,9.78,9.78,9.78,,0.13000000000000078,-0.8499999999999996,-0.6436299999999999,-4.57,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-26,9.67,9.67,9.67,9.67,9.67,,0.08000000000000007,-0.9000000000000004,-0.6936300000000006,-4.620000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-29,9.67,9.67,9.67,9.67,9.67,,0.11000000000000121,-0.8699999999999992,-0.6636299999999995,-4.59,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-30,9.68,9.68,9.68,9.68,9.68,,0.09999999999999964,-0.8800000000000008,-0.6736300000000011,-4.600000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-01-31,9.64,9.64,9.64,9.64,9.64,,0.09999999999999964,-0.8800000000000008,-0.6736300000000011,-4.600000000000001,5.639712089623394,1.2691533843126823,0.7033984983543462,,-0.08994366434551537,
1979-02-01,9.61,9.61,9.61,9.61,9.61,,-0.0600000000000005,-0.9700000000000006,-0.8018580000000011,-5.050000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-02,9.48,9.48,9.48,9.48,9.48,,-0.10999999999999943,-1.0199999999999996,-0.851858,-5.1,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-05,9.53,9.53,9.53,9.53,9.53,,-0.05000000000000071,-0.9600000000000009,-0.7918580000000013,-5.040000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-06,9.58,9.58,9.58,9.58,9.58,,0.0,-0.9100000000000001,-0.7418580000000006,-4.99,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-07,9.67,9.67,9.67,9.67,9.67,,0.08999999999999986,-0.8200000000000003,-0.6518580000000007,-4.9,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-08,9.7,9.7,9.7,9.7,9.7,,0.08999999999999986,-0.8200000000000003,-0.6518580000000007,-4.9,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-09,9.7,9.7,9.7,9.7,9.7,,0.10999999999999943,-0.8000000000000007,-0.6318580000000011,-4.880000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-12,9.7,9.7,9.7,9.7,9.7,,0.10999999999999943,-0.8000000000000007,-0.6318580000000011,-4.880000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-13,9.69,9.69,9.69,9.69,9.69,,0.10999999999999943,-0.8000000000000007,-0.6318580000000011,-4.880000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-14,9.67,9.67,9.67,9.67,9.67,,0.11999999999999922,-0.7900000000000009,-0.6218580000000014,-4.870000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-15,9.68,9.68,9.68,9.68,9.68,,0.11999999999999922,-0.7900000000000009,-0.6218580000000014,-4.870000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-16,9.68,9.68,9.68,9.68,9.68,,0.10999999999999943,-0.8000000000000007,-0.6318580000000011,-4.880000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-19,9.68,9.68,9.68,9.68,9.68,,0.10999999999999943,-0.8000000000000007,-0.6318580000000011,-4.880000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-20,9.69,9.69,9.69,9.69,9.69,,0.11999999999999922,-0.7900000000000009,-0.6218580000000014,-4.870000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-21,9.71,9.71,9.71,9.71,9.71,,0.15000000000000036,-0.7599999999999998,-0.5918580000000002,-4.84,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-22,9.9,9.9,9.9,9.9,9.9,,0.1999999999999993,-0.7100000000000009,-0.5418580000000013,-4.790000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-23,9.92,9.92,9.92,9.92,9.92,,0.21000000000000085,-0.6999999999999993,-0.5318579999999997,-4.779999999999999,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-26,9.91,9.91,9.91,9.91,9.91,,0.1999999999999993,-0.7100000000000009,-0.5418580000000013,-4.790000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-27,9.89,9.89,9.89,9.89,9.89,,0.1899999999999995,-0.7200000000000006,-0.5518580000000011,-4.800000000000001,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-02-28,9.89,9.89,9.89,9.89,9.89,,0.16999999999999993,-0.7400000000000002,-0.5718580000000006,-4.82,7.189164378581103,1.860024501499602,0.8017284845395647,,0.24003307209681246,
1979-03-01,9.87,9.87,9.87,9.87,9.87,,-0.17999999999999972,-0.75,-0.6534999999999993,-2.91,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-02,9.87,9.87,9.87,9.87,9.87,,-0.1899999999999995,-0.7599999999999998,-0.6634999999999991,-2.92,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-05,9.83,9.83,9.83,9.83,9.83,,-0.2400000000000002,-0.8100000000000005,-0.7134999999999998,-2.9700000000000006,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-06,9.83,9.83,9.83,9.83,9.83,,-0.20999999999999908,-0.7799999999999994,-0.6834999999999987,-2.9399999999999995,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-07,9.81,9.81,9.81,9.81,9.81,,-0.25,-0.8200000000000003,-0.7234999999999996,-2.9800000000000004,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-08,9.76,9.76,9.76,9.76,9.76,,-0.25,-0.8200000000000003,-0.7234999999999996,-2.9800000000000004,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-09,9.79,9.79,9.79,9.79,9.79,,-0.2400000000000002,-0.8100000000000005,-0.7134999999999998,-2.9700000000000006,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-12,9.81,9.81,9.81,9.81,9.81,,-0.2400000000000002,-0.8100000000000005,-0.7134999999999998,-2.9700000000000006,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-13,9.8,9.8,9.8,9.8,9.8,,-0.2400000000000002,-0.8100000000000005,-0.7134999999999998,-2.9700000000000006,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-14,9.82,9.82,9.82,9.82,9.82,,-0.23000000000000043,-0.8000000000000007,-0.7035,-2.960000000000001,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-15,9.82,9.82,9.82,9.82,9.82,,-0.20999999999999908,-0.7799999999999994,-0.6834999999999987,-2.9399999999999995,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-16,9.84,9.84,9.84,9.84,9.84,,-0.23000000000000043,-0.8000000000000007,-0.7035,-2.960000000000001,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-19,9.81,9.81,9.81,9.81,9.81,,-0.23000000000000043,-0.8000000000000007,-0.7035,-2.960000000000001,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-20,9.79,9.79,9.79,9.79,9.79,,-0.21999999999999886,-0.7899999999999991,-0.6934999999999985,-2.9499999999999993,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-21,9.79,9.79,9.79,9.79,9.79,,-0.21999999999999886,-0.7899999999999991,-0.6934999999999985,-2.9499999999999993,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-22,9.77,9.77,9.77,9.77,9.77,,-0.23000000000000043,-0.8000000000000007,-0.7035,-2.960000000000001,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-23,9.77,9.77,9.77,9.77,9.77,,-0.23000000000000043,-0.8000000000000007,-0.7035,-2.960000000000001,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-26,9.76,9.76,9.76,9.76,9.76,,-0.23000000000000043,-0.8000000000000007,-0.7035,-2.960000000000001,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-27,9.73,9.73,9.73,9.73,9.73,,-0.2400000000000002,-0.8100000000000005,-0.7134999999999998,-2.9700000000000006,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-28,9.71,9.71,9.71,9.71,9.71,,-0.27999999999999936,-0.8499999999999996,-0.753499999999999,-3.01,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-29,9.67,9.67,9.67,9.67,9.67,,-0.28999999999999915,-0.8599999999999994,-0.7634999999999987,-3.0199999999999996,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-03-30,9.72,9.72,9.72,9.72,9.72,,-0.2400000000000002,-0.8100000000000005,-0.7134999999999998,-2.9700000000000006,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-02,9.74,9.74,9.74,9.74,9.74,,-0.2400000000000002,-0.8100000000000005,-0.7134999999999998,-2.9700000000000006,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-03,9.73,9.73,9.73,9.73,9.73,,-0.25,-0.8200000000000003,-0.7234999999999996,-2.9800000000000004,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-04,9.71,9.71,9.71,9.71,9.71,,-0.2599999999999998,-0.8300000000000001,-0.7334999999999994,-2.99,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-05,9.68,9.68,9.68,9.68,9.68,,-0.27999999999999936,-0.8499999999999996,-0.753499999999999,-3.01,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-06,9.75,9.75,9.75,9.75,9.75,,-0.25,-0.8200000000000003,-0.7234999999999996,-2.9800000000000004,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-09,9.81,9.81,9.81,9.81,9.81,,-0.20999999999999908,-0.7799999999999994,-0.6834999999999987,-2.9399999999999995,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-10,9.81,9.81,9.81,9.81,9.81,,-0.17999999999999972,-0.75,-0.6534999999999993,-2.91,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-11,9.85,9.85,9.85,9.85,9.85,,-0.15000000000000036,-0.7200000000000006,-0.6234999999999999,-2.880000000000001,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-12,9.85,9.85,9.85,9.85,9.85,,-0.15000000000000036,-0.7200000000000006,-0.6234999999999999,-2.880000000000001,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-13,9.85,9.85,9.85,9.85,9.85,,-0.15000000000000036,-0.7200000000000006,-0.6234999999999999,-2.880000000000001,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-16,9.86,9.86,9.86,9.86,9.86,,-0.16000000000000014,-0.7300000000000004,-0.6334999999999997,-2.8900000000000006,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
