,US-JP_2Y,US-AU_2Y,US-CA_2Y,US-EU_2Y,US-GB_2Y,US-JP_10Y,US-AU_10Y,US-CA_10Y,US-EU_10Y,US-GB_10Y,US-JP_CPI_YOY,US-AU_CPI_YOY,US-CA_CPI_YOY,US-EU_CPI_YOY,US-GB_CPI_YOY,VIX
1979-04-17,9.77,9.77,9.77,9.77,9.77,,-0.1899999999999995,-0.7599999999999998,-0.6634999999999991,-2.92,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-18,9.71,9.71,9.71,9.71,9.71,,-0.1999999999999993,-0.7699999999999996,-0.6734999999999989,-2.9299999999999997,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-19,9.68,9.68,9.68,9.68,9.68,,-0.1999999999999993,-0.7699999999999996,-0.6734999999999989,-2.9299999999999997,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-20,9.73,9.73,9.73,9.73,9.73,,-0.16000000000000014,-0.7300000000000004,-0.6334999999999997,-2.8900000000000006,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-23,9.73,9.73,9.73,9.73,9.73,,-0.1399999999999988,-0.7099999999999991,-0.6134999999999984,-2.869999999999999,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-24,9.75,9.75,9.75,9.75,9.75,,-0.10999999999999943,-0.6799999999999997,-0.583499999999999,-2.84,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-25,9.77,9.77,9.77,9.77,9.77,,-0.11999999999999922,-0.6899999999999995,-0.5934999999999988,-2.8499999999999996,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-26,9.8,9.8,9.8,9.8,9.8,,-0.08000000000000007,-0.6500000000000004,-0.5534999999999997,-2.8100000000000005,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-27,9.93,9.93,9.93,9.93,9.93,,-0.02999999999999936,-0.5999999999999996,-0.503499999999999,-2.76,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-04-30,9.91,9.91,9.91,9.91,9.91,,0.0,-0.5700000000000003,-0.4734999999999996,-2.7300000000000004,7.465984173202033,2.2711205908291223,1.0086744100693323,,0.4505159505108658,
1979-05-01,9.91,9.91,9.91,9.91,9.91,,-0.33999999999999986,-0.40000000000000036,-0.8409600000000008,-2.3900000000000006,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-02,9.91,9.91,9.91,9.91,9.91,,-0.35999999999999943,-0.41999999999999993,-0.8609600000000004,-2.41,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-03,9.93,9.93,9.93,9.93,9.93,,-0.3199999999999985,-0.379999999999999,-0.8209599999999995,-2.369999999999999,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-04,9.93,9.93,9.93,9.93,9.93,,-0.3099999999999987,-0.3699999999999992,-0.8109599999999997,-2.3599999999999994,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-07,9.91,9.91,9.91,9.91,9.91,,-0.3099999999999987,-0.3699999999999992,-0.8109599999999997,-2.3599999999999994,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-08,9.91,9.91,9.91,9.91,9.91,,-0.3199999999999985,-0.379999999999999,-0.8209599999999995,-2.369999999999999,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-09,9.9,9.9,9.9,9.9,9.9,,-0.33999999999999986,-0.40000000000000036,-0.8409600000000008,-2.3900000000000006,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-10,9.92,9.92,9.92,9.92,9.92,,-0.33999999999999986,-0.40000000000000036,-0.8409600000000008,-2.3900000000000006,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-11,9.9,9.9,9.9,9.9,9.9,,-0.35999999999999943,-0.41999999999999993,-0.8609600000000004,-2.41,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-14,9.87,9.87,9.87,9.87,9.87,,-0.3999999999999986,-0.4599999999999991,-0.9009599999999995,-2.4499999999999993,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-15,9.87,9.87,9.87,9.87,9.87,,-0.379999999999999,-0.4399999999999995,-0.88096,-2.4299999999999997,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-16,9.84,9.84,9.84,9.84,9.84,,-0.3899999999999988,-0.4499999999999993,-0.8909599999999998,-2.4399999999999995,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-17,9.72,9.72,9.72,9.72,9.72,,-0.4599999999999991,-0.5199999999999996,-0.96096,-2.51,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-18,9.71,9.71,9.71,9.71,9.71,,-0.46999999999999886,-0.5299999999999994,-0.9709599999999998,-2.5199999999999996,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-21,9.75,9.75,9.75,9.75,9.75,,-0.4599999999999991,-0.5199999999999996,-0.96096,-2.51,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-22,9.69,9.69,9.69,9.69,9.69,,-0.5499999999999989,-0.6099999999999994,-1.05096,-2.5999999999999996,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-23,9.65,9.65,9.65,9.65,9.65,,-0.629999999999999,-0.6899999999999995,-1.13096,-2.6799999999999997,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-24,9.58,9.58,9.58,9.58,9.58,,-0.6399999999999988,-0.6999999999999993,-1.1409599999999998,-2.6899999999999995,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-25,9.5,9.5,9.5,9.5,9.5,,-0.6899999999999995,-0.75,-1.1909600000000005,-2.74,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-28,9.5,9.5,9.5,9.5,9.5,,-0.6899999999999995,-0.75,-1.1909600000000005,-2.74,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-29,9.5,9.5,9.5,9.5,9.5,,-0.6899999999999995,-0.75,-1.1909600000000005,-2.74,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-30,9.5,9.5,9.5,9.5,9.5,,-0.6899999999999995,-0.75,-1.1909600000000005,-2.74,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-05-31,9.56,9.56,9.56,9.56,9.56,,-0.6399999999999988,-0.6999999999999993,-1.1409599999999998,-2.6899999999999995,7.501325338623044,1.941911077325532,1.3312887089911065,,0.3757506373966777,
1979-06-01,9.56,9.56,9.56,9.56,9.56,,-0.9499999999999993,-0.6899999999999995,-1.34924,-3.51,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-04,9.56,9.56,9.56,9.56,9.56,,-0.9399999999999995,-0.6799999999999997,-1.3392400000000002,-3.5,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-05,9.5,9.5,9.5,9.5,9.5,,-0.9800000000000004,-0.7200000000000006,-1.3792400000000011,-3.540000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-06,9.43,9.43,9.43,9.43,9.43,,-1.0299999999999994,-0.7699999999999996,-1.42924,-3.59,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-07,9.29,9.29,9.29,9.29,9.29,,-1.1099999999999994,-0.8499999999999996,-1.5092400000000001,-3.67,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-08,9.25,9.25,9.25,9.25,9.25,,-1.0999999999999996,-0.8399999999999999,-1.4992400000000004,-3.66,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-11,9.27,9.27,9.27,9.27,9.27,,-1.0600000000000005,-0.8000000000000007,-1.4592400000000012,-3.620000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-12,9.05,9.05,9.05,9.05,9.05,,-1.2100000000000009,-0.9500000000000011,-1.6092400000000016,-3.7700000000000014,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-13,9.08,9.08,9.08,9.08,9.08,,-1.17,-0.9100000000000001,-1.5692400000000006,-3.7300000000000004,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-14,9.12,9.12,9.12,9.12,9.12,,-1.1300000000000008,-0.870000000000001,-1.5292400000000015,-3.6900000000000013,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-15,9.24,9.24,9.24,9.24,9.24,,-1.0399999999999991,-0.7799999999999994,-1.4392399999999999,-3.5999999999999996,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-18,9.26,9.26,9.26,9.26,9.26,,-1.0500000000000007,-0.7900000000000009,-1.4492400000000014,-3.610000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-19,9.24,9.24,9.24,9.24,9.24,,-1.0500000000000007,-0.7900000000000009,-1.4492400000000014,-3.610000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-20,9.25,9.25,9.25,9.25,9.25,,-1.0600000000000005,-0.8000000000000007,-1.4592400000000012,-3.620000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-21,9.25,9.25,9.25,9.25,9.25,,-1.0700000000000003,-0.8100000000000005,-1.469240000000001,-3.630000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-22,9.27,9.27,9.27,9.27,9.27,,-1.0199999999999996,-0.7599999999999998,-1.4192400000000003,-3.58,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-25,9.2,9.2,9.2,9.2,9.2,,-1.0700000000000003,-0.8100000000000005,-1.469240000000001,-3.630000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-26,8.97,8.97,8.97,8.97,8.97,,-1.1799999999999997,-0.9199999999999999,-1.5792400000000004,-3.74,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-27,8.92,8.92,8.92,8.92,8.92,,-1.1999999999999993,-0.9399999999999995,-1.59924,-3.76,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-28,8.95,8.95,8.95,8.95,8.95,,-1.1999999999999993,-0.9399999999999995,-1.59924,-3.76,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-06-29,8.97,8.97,8.97,8.97,8.97,,-1.1899999999999995,-0.9299999999999997,-1.5892400000000002,-3.75,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-02,8.93,8.93,8.93,8.93,8.93,,-1.2400000000000002,-0.9800000000000004,-1.639240000000001,-3.8000000000000007,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-03,8.95,8.95,8.95,8.95,8.95,,-1.2300000000000004,-0.9700000000000006,-1.6292400000000011,-3.790000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-04,8.95,8.95,8.95,8.95,8.95,,-1.2300000000000004,-0.9700000000000006,-1.6292400000000011,-3.790000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-05,8.98,8.98,8.98,8.98,8.98,,-1.1999999999999993,-0.9399999999999995,-1.59924,-3.76,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-06,9.0,9.0,9.0,9.0,9.0,,-1.1799999999999997,-0.9199999999999999,-1.5792400000000004,-3.74,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-09,9.04,9.04,9.04,9.04,9.04,,-1.1400000000000006,-0.8800000000000008,-1.5392400000000013,-3.700000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-10,9.04,9.04,9.04,9.04,9.04,,-1.08,-0.8200000000000003,-1.4792400000000008,-3.6400000000000006,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-11,9.04,9.04,9.04,9.04,9.04,,-1.0299999999999994,-0.7699999999999996,-1.42924,-3.59,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-12,9.01,9.01,9.01,9.01,9.01,,-1.0500000000000007,-0.7900000000000009,-1.4492400000000014,-3.610000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-13,9.01,9.01,9.01,9.01,9.01,,-1.0600000000000005,-0.8000000000000007,-1.4592400000000012,-3.620000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-16,9.08,9.08,9.08,9.08,9.08,,-1.0099999999999998,-0.75,-1.4092400000000005,-3.5700000000000003,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-17,9.1,9.1,9.1,9.1,9.1,,-0.9900000000000002,-0.7300000000000004,-1.389240000000001,-3.5500000000000007,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-18,9.1,9.1,9.1,9.1,9.1,,-0.9700000000000006,-0.7100000000000009,-1.3692400000000013,-3.530000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-19,9.14,9.14,9.14,9.14,9.14,,-0.9600000000000009,-0.7000000000000011,-1.3592400000000016,-3.5200000000000014,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-20,9.24,9.24,9.24,9.24,9.24,,-1.0199999999999996,-0.7599999999999998,-1.4192400000000003,-3.58,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-23,9.28,9.28,9.28,9.28,9.28,,-0.9700000000000006,-0.7100000000000009,-1.3692400000000013,-3.530000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-24,9.33,9.33,9.33,9.33,9.33,,-0.9399999999999995,-0.6799999999999997,-1.3392400000000002,-3.5,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-25,9.36,9.36,9.36,9.36,9.36,,-1.0099999999999998,-0.75,-1.4092400000000005,-3.5700000000000003,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-26,9.25,9.25,9.25,9.25,9.25,,-1.0299999999999994,-0.7699999999999996,-1.42924,-3.59,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-27,9.38,9.38,9.38,9.38,9.38,,-0.9800000000000004,-0.7200000000000006,-1.3792400000000011,-3.540000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-30,9.32,9.32,9.32,9.32,9.32,,-0.9700000000000006,-0.7100000000000009,-1.3692400000000013,-3.530000000000001,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-07-31,9.31,9.31,9.31,9.31,9.31,,-0.9900000000000002,-0.7300000000000004,-1.389240000000001,-3.5500000000000007,7.254288583398361,2.3211597356439526,2.060536153678827,,-0.2821035603850284,
1979-08-01,9.23,9.23,9.23,9.23,9.23,,-1.08,-1.0199999999999996,-1.6090499999999999,-3.2699999999999996,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-02,9.2,9.2,9.2,9.2,9.2,,-1.1600000000000001,-1.0999999999999996,-1.68905,-3.3499999999999996,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-03,9.27,9.27,9.27,9.27,9.27,,-1.1500000000000004,-1.0899999999999999,-1.6790500000000002,-3.34,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-06,9.27,9.27,9.27,9.27,9.27,,-1.1600000000000001,-1.0999999999999996,-1.68905,-3.3499999999999996,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-07,9.22,9.22,9.22,9.22,9.22,,-1.1600000000000001,-1.0999999999999996,-1.68905,-3.3499999999999996,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-08,9.25,9.25,9.25,9.25,9.25,,-1.1400000000000006,-1.08,-1.6690500000000004,-3.33,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-09,9.27,9.27,9.27,9.27,9.27,,-1.0999999999999996,-1.0399999999999991,-1.6290499999999994,-3.289999999999999,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-10,9.33,9.33,9.33,9.33,9.33,,-1.0700000000000003,-1.0099999999999998,-1.59905,-3.26,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-13,9.34,9.34,9.34,9.34,9.34,,-1.0700000000000003,-1.0099999999999998,-1.59905,-3.26,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-14,9.32,9.32,9.32,9.32,9.32,,-1.0899999999999999,-1.0299999999999994,-1.6190499999999997,-3.2799999999999994,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-15,9.41,9.41,9.41,9.41,9.41,,-1.0700000000000003,-1.0099999999999998,-1.59905,-3.26,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-16,9.39,9.39,9.39,9.39,9.39,,-1.0700000000000003,-1.0099999999999998,-1.59905,-3.26,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-17,9.44,9.44,9.44,9.44,9.44,,-1.0600000000000005,-1.0,-1.5890500000000003,-3.25,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-20,9.45,9.45,9.45,9.45,9.45,,-1.0500000000000007,-0.9900000000000002,-1.5790500000000005,-3.24,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-21,9.51,9.51,9.51,9.51,9.51,,-1.0300000000000011,-0.9700000000000006,-1.559050000000001,-3.2200000000000006,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-22,9.55,9.55,9.55,9.55,9.55,,-1.0300000000000011,-0.9700000000000006,-1.559050000000001,-3.2200000000000006,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-23,9.63,9.63,9.63,9.63,9.63,,-1.0199999999999996,-0.9599999999999991,-1.5490499999999994,-3.209999999999999,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-24,9.72,9.72,9.72,9.72,9.72,,-0.9299999999999997,-0.8699999999999992,-1.4590499999999995,-3.119999999999999,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-27,9.68,9.68,9.68,9.68,9.68,,-0.9500000000000011,-0.8900000000000006,-1.4790500000000009,-3.1400000000000006,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-28,9.73,9.73,9.73,9.73,9.73,,-0.9199999999999999,-0.8599999999999994,-1.4490499999999997,-3.1099999999999994,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-29,9.73,9.73,9.73,9.73,9.73,,-0.9299999999999997,-0.8699999999999992,-1.4590499999999995,-3.119999999999999,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-30,9.77,9.77,9.77,9.77,9.77,,-0.8599999999999994,-0.7999999999999989,-1.3890499999999992,-3.049999999999999,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-08-31,9.84,9.84,9.84,9.84,9.84,,-0.8300000000000001,-0.7699999999999996,-1.3590499999999999,-3.0199999999999996,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-09-03,9.84,9.84,9.84,9.84,9.84,,-0.8300000000000001,-0.7699999999999996,-1.3590499999999999,-3.0199999999999996,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-09-04,10.0,10.0,10.0,10.0,10.0,,-0.75,-0.6899999999999995,-1.2790499999999998,-2.9399999999999995,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-09-05,10.02,10.02,10.02,10.02,10.02,,-0.75,-0.6899999999999995,-1.2790499999999998,-2.9399999999999995,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-09-06,10.03,10.03,10.03,10.03,10.03,,-0.7200000000000006,-0.6600000000000001,-1.2490500000000004,-2.91,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-09-07,10.1,10.1,10.1,10.1,10.1,,-0.7300000000000004,-0.6699999999999999,-1.2590500000000002,-2.92,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-09-10,10.13,10.13,10.13,10.13,10.13,,-0.7100000000000009,-0.6500000000000004,-1.2390500000000007,-2.9000000000000004,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-09-11,10.0,10.0,10.0,10.0,10.0,,-0.8200000000000003,-0.7599999999999998,-1.34905,-3.01,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
1979-09-12,10.04,10.04,10.04,10.04,10.04,,-0.7699999999999996,-0.7099999999999991,-1.2990499999999994,-2.959999999999999,8.796604098597683,2.333870960552554,3.5027536401658566,,-3.9612620546937602,
